"POLICY_ID","FULL_DOC_LINK","TITLE","DATE","SUBJECT","KEYWORDS","ABSTRACT","IS_RELEVANT"
"LEX-FAOC106705","http://extwprlegs1.fao.org/docs/pdf/per106705.pdf","Decreto Supremo Nº 011/11/AG - Normas sobre seguridad en el desarrollo de actividades con organismos vivos modificados agropecuarios o forestales y/o sus productos derivados.","2011","Environment gen., Wild species & ecosystems","Ecosystem preservation, Registration, Non-governmental entity, EIA, Disasters, Environmental audit, GMO, Research, Biological agents, Pollution control, Biotechnology, Standards, Biodiversity, Institution, International trade","El presente Decreto Supremo dicta normas sobre seguridad de la biotecnología en el desarrollo de actividades con organismos vivos modificados agropecuarios o forestales y/o sus productos derivados destinados a ser introducidos y liberados en el medio ambiente.",NA
"LEX-FAOC061994","http://extwprlegs1.fao.org/docs/pdf/els61994.pdf","Acuerdo Nº 64 - Deroga el Acuerdo Nº 183, Manual de organización de la Dirección General de Ordenamiento Forestal, Cuencas y Riego.","2005","Forestry, Water","Institution, Forest management/forest conservation, Irrigation","El presente Acuerdo, considerando que el Manual de organización de la Dirección General de Ordenamiento Forestal, Cuencas y Riego (DGFCR), contiene incongruencias de competencias entre la Ley Orgánica de Administración Financiera del Estado y la Ley de Adquisiciones y Contrataciones de la Administración Pública, lo deja sin efecto.",NA
"LEX-FAOC129783","http://extwprlegs1.fao.org/docs/pdf/mex129783.pdf","Acuerdo por el que se expiden los Lineamientos para la Operación de Acciones de Políticas Transversales con Población Indígena, a cargo de la Comisión Nacional para el Desarrollo de los Pueblos Indígenas.","2013","Food & nutrition, Water, Wild species & ecosystems","Right to food, Indigenous peoples, Potable water, Freshwater resources management, Right to water, Ecosystem preservation, Sustainable development, Traditional rights/customary rights, Biodiversity","El objetivo general del presente Acuerdo es instrumentar políticas públicas transversales con la Administrción Pública Federal, gobiernos de las entidades federativas y municipios, que permitan la conjunción de esfuerzos, para lograr el bienestar y el desarrollo de los pueblos y comunidades indígenas con pertinencia cultural. Entre ls objetivos específicos se contemplan los siguientes: transitar hacia un modelo que procure vivienda digna para la población indígena; implementar un manejo sustenta",NA
"LEX-FAOC009312","http://extwprlegs1.fao.org/docs/pdf/chi9312.pdf","Resolución Nº 2.619 - Lista de especies de plantas que serán consideradas malezas prohibidas.","1978","Cultivated plants","Weeds, Planting material/seeds","La presente Resolución en base al artículo 100 del Reglamento de General de la Ley de Semillas, aprobado por Decreto Nº 188 del 12 de junio de 1978, que dispone que no podrán ser comercializadas las semillas que contengan malezas prohibidas o sobrepasen los máximos permitidos en semillas de malezas objetables y comunes y se establecerá por resolución las especies que serán consideradas malezas prohibidas, establece la lista de especies de plantas que serán consideradas tales (art. 1º). Ninguna s",NA
"LEX-FAOC093017","http://extwprlegs1.fao.org/docs/pdf/chi93017.pdf","Decreto Nº 228 - Modifica Decreto Nº 1.892 de 2009, que establece veda extractiva para el recurso Lobo marino común en área y período que indica.","2010","Fisheries, Wild species & ecosystems","Marine mammals, Seasons","Las presentes disposiciones modifican el Decreto Nº 1.892 de 2009 en el sentido de suprimir el último inciso del artículo 4º, el cual establecía los casos en los que la Subsecretaría de Pesca podía autorizar la captura de ejemplares de lobo marino en el área indicada por el mismo Decreto.",NA
"LEX-FAOC031487","http://extwprlegs1.fao.org/docs/texts/per31487.doc","Resolución Nº 087/01/AG - Modifica el Reglamento operativo del Fondo Revolvente de Apoyo al Sector Agrario.","2001","Agricultural & rural development","Financial agricultural measures, Special fund, Legal proceedings/administrative proceedings, Subsidy/incentive","La presente Resolución modifica el Reglamento del Fondo Revolvente de Apoyo al Sector Agrario (FRASA), en lo relativo a los procesos para la recuperación de acreencias.",NA
"LEX-FAOC142240","http://extwprlegs1.fao.org/docs/pdf/per142240.pdf","Resolución Nº 467/02/INRENA - Plan Maestro de la Reserva Nacional del Titicaca.","2002","Water, Wild species & ecosystems","Inland waters, Effluent waste water/discharge, Freshwater quality/freshwater pollution, Water abstraction, Water conservation zone, Basin/catchment/watershed, Policy/planning, Protected area, National parks, Protection of habitats, Fishing authorization, Freshwater fishes, Indigenous peoples, Management/conservation","La presente Resolución aprueba el Plan Maestro de la Reserva Nacional del Titicaca, como documento de planificación y orientación para el desarrollo de las actividades que se llevan a cabo dentro de la reserva nacional y orientar el desarrollo de las actividades en su zona de amortiguamiento.",NA
"LEX-FAOC037765","http://extwprlegs1.fao.org/docs/texts/chi37765.doc","Resolución Nº 736 - Modifica la Resolución Nº 224, sobre control obligatorio de la avispa de la madera del pino.","2001","Forestry","Forestry protection measures, Pests/diseases","La presente Resolución modifica la que declara el control obligatorio de la avispa de la madera del pino [Sirex noctilio Fabricius (Hymenoptera.: Siricidae)], en el sentido de de ampliar el área regulada a un radio de 50 km desde los brotes detectados.",NA
"LEX-FAOC149270","http://extwprlegs1.fao.org/docs/pdf/per149270.pdf","Decreto Supremo Nº 020-2015-MINAGRI - Reglamento para la Gestión de las Plantaciones Forestales y los Sistemas Agroforestales.","2015","Forestry","Forest management/forest conservation, Forestry protection measures, Policy/planning, Concession, Zoning, Timber extraction/logging, Agro-forestry, Afforestation/reforestation, Non-timber products, Research, Environmental audit, Environmental standards, Monitoring, Sustainable use, Community management, Indigenous peoples, Registration, Inventory, Authorization/permit, Planting material/seeds","El presente Decreto Supremo aprueba el Reglamento para la Gestión de las Plantaciones Forestales y los Sistemas Agroforestales, que tiene por objeto regular y promover de manera adecuada la gestión de las plantaciones forestales y sistemas agroforestales. El Reglamento tiene por finalidad promover la conservación, la protección, instalación y uso sostenible de las plantaciones forestales con fines productivos, de protección y recuperación de ecosistemas forestales, así como mantener o recuperar",NA
"LEX-FAOC091454","http://extwprlegs1.fao.org/docs/pdf/per91454.pdf","Decreto Supremo Nº 022-2009-MINAM - Reglamento de organización y funciones del Organismo de Evaluación y Fiscalización Ambiental (OEFA).","2009","Environment gen.","Institution, Ecosystem preservation, Environmental audit, EIA, Legal proceedings/administrative proceedings, Environmental planning, Inspection","El presente Decreto Supremo aprueba el Reglamento de organización y funciones del Organismo de Evaluación y Fiscalización Ambiental (OEFA), como organismo público técnico especializado en las funciones generales de evaluación, supervisión de entidades, supervisión directa, fiscalización y sanción y normativa.",NA
"LEX-FAOC170952","http://extwprlegs1.fao.org/docs/pdf/per170952.pdf","Resolución Nº 020-2017-PRODUCE - Modifica el Texto Único de Procedimientos Administrativos (TUPA) del Servicio Nacional de Certificación Ambiental para las Inversiones Sostenibles (SENACE).","2017","Environment gen.","Ecosystem preservation, Institution, EIA, Environmental planning, Legal proceedings/administrative proceedings, Environmental audit, Certification, Registration","La presente Resolución modifica el Texto Único de Procedimientos Administrativos (TUPA) del Servicio Nacional de Certificación Ambiental para las Inversiones Sostenibles (SENACE), respecto a la eliminación de algunos requisitos innecesarios en el Procedimiento de selección, y al Procedimiento de Inscripción y Renovación de la inscripción en el Registro Nacional de Consultoras Ambientales.",NA
"LEX-FAOC143839","http://extwprlegs1.fao.org/docs/pdf/per143839.pdf","Resolución Nº 057/14/MINAGRI/SENASA/DSV - Requisitos fitosanitarios para la importación de semillas de pimiento procedentes del Brasil.","2014","Cultivated plants","Plant protection, Pests/diseases, Planting material/seeds, Vegetables/legumes, International trade","La presente Resolución establece los requisitos fitosanitarios específicos de necesario cumplimiento en la importación de semillas de pimiento (Capsicum annuum L.) de origen y procedencia del Brasil, acompañadas de una declaración adicional que certifique que las semillas proceden de un lugar de producción encontrado libre de Clavibacter michiganensis pv. michiganensis, Pseudomonas syringae pv. Syringae, Pseudomonas viridiflava, Xantomonas vesicatoria y Tobacco rattle virus (TRV).",NA
"LEX-FAOC031620","http://extwprlegs1.fao.org/docs/texts/per31620.doc","Decreto Supremo Nº 023/02/AG - Texto único de procedimientos administrativos (TUPA) del Proyecto Especial de Titulación de Tierras y Catastro Rural (PETT).","2002","Land & soil","Land tenure, Ownership, Cadastre/land registration, Legal proceedings/administrative proceedings","El presente Decreto aprueba el Texto único de procedimientos administrativos (TUPA) del Proyecto Especial de Titulación de Tierras y Catastro Rural (PETT) del Ministerio de Agricultura.",NA
"LEX-FAOC146165","http://extwprlegs1.fao.org/docs/pdf/per146165.pdf","Resolución Nº 019/15/MINAGRI/SENASA/DSV - Requisitos fitosanitarios para la importación de polen de papa procedente de Holanda.","2015","Cultivated plants","Plant protection, Pests/diseases, Planting material/seeds, Vegetables/legumes, International trade, Certification","La presente Resolución establece los requisitos fitosanitarios específicos de necesario cumplimiento en la importación de polen de papa (Solanum tuberosum) originario y procedente de Holanda.",NA
"LEX-FAOC032187","http://extwprlegs1.fao.org/docs/texts/per32187.doc","Decreto Supremo Nº 031/01/ITINCI - Crea el Consejo Nacional de Negociaciones Comerciales.","2001","Agricultural & rural development","Institution, Contract/agreement, International trade","El presente Decreto crea el Consejo Nacional de Negociaciones Comerciales, con la finalidad de coordinar e informar sobre la participación del Perú en los esquemas de integración y en las negociaciones comerciales internacionales.",NA
"LEX-FAOC003780","http://extwprlegs1.fao.org/docs/texts/chi3780.doc","Resolución Nº 985 - Regulaciones fitosanitarias para el ingreso en tránsito de productos de origen agrícola.","1985","Cultivated plants","Transport/storage, International trade, Certification, Agricultural commodities, Standards, Plant protection","La presente Resolución establece, entre otras cosas, que las legumbres, cereales, soja y cualquier otro grano que se movilice a granel o envasado, y cuyo destino sea el consumo y/o la industrialización, deberán venir fumigados desde el país de origen, tratamiento que deberá constar en el certificado fitosanitario que ampare la partida. Este documento deberá indicar, además, la pureza de la partida identificando las semillas de maleza que ésta contiene; los productos de naturaleza seca y deshidra",NA
"LEX-FAOC159933","http://extwprlegs1.fao.org/docs/pdf/per159933.pdf","Resolución Nº 399-2004-PCM - Crea el Sistema de Focalización de Hogares (SISFOH).","2004","Agricultural & rural development, Food & nutrition","Less favoured areas, Equity, Institution, Poverty, Social protection, Data collection/reporting, Classification/declassification, Food security","La presente Resolución creó a el Sistema de Focalización de Hogares (SISFOH), con el propósito de proveer a los programas sociales información que será utilizada para identificación y selección de sus beneficiarios, así como facilitar a la Comisión Interministerial de Asuntos Sociales (CIAS) la ejecución, seguimiento y evaluación del cumplimiento de la Política Social. La Resolución aprueba la Directiva de la organización institucional y los procedimientos operativos para la puesta en marcha del",NA
"LEX-FAOC169144","http://extwprlegs1.fao.org/docs/pdf/gua169144.pdf","Acuerdo Ministerial No. 491-2015: Acuérdase establecer el listado actualizado de plagas reglamentadas y disposiciones para determinar requisitos fitosanitarios de importación aplicables a envíos de origen vegetal, que se pretendan importar por primera vez al territorio nacional.","2015","Cultivated plants","International trade, Pests/diseases","El presente Acuerdo contiene el listado actualizado de plagas reglamentadas y disposiciones para determinar requisitos fitosanitarios de importación aplicables a envíos de origen vegetal, que se pretendan importar por primera vez al territorio nacional.",NA
"LEX-FAOC017814","http://extwprlegs1.fao.org/docs/texts/mex17814.doc","NOM-018-FITO-1995: Cuarentena exterior para prevenir la introducción de plagas del maíz.","1996","Cultivated plants","Plant protection, Cereals/grains/rice, Pests/diseases, Quarantine, Hygiene/sanitary procedures","Esta Norma tiene por objeto prevenir la introducción al territorio nacional de plagas cuarentenarias del maíz, mediante el establecimiento de regulaciones y medidas fitosanitarias para la importación de los productos derivados de ese cultivo y por lo cual es aplicable a las plantas, semillas y granos de maíz, así como sus envases y empaques.",NA
"LEX-FAOC091377","http://extwprlegs1.fao.org/docs/pdf/per91377.pdf","Decreto Supremo Nº 013/09/MINAM - Modifica el Decreto Supremo Nº 087/04/PCM, Reglamento de Zonificación Ecológica y Económica (ZEE).","2009","Environment gen.","Environmental planning, Environmental standards, Agricultural development, Zoning, Ecosystem preservation, Institution","El presente Decreto Supremo modifica el que aprueba el Reglamento de Zonificación Ecológica y Económica (ZEE), en relación a la conformación del Comité Técnico Consultivo de Ordenamiento Territorial.",NA
"LEX-FAOC115516","http://extwprlegs1.fao.org/docs/pdf/per115516.pdf","Resolución Nº 187/12/OS - Modifica la Resolución Nº 069/12/OS, Procedimiento para la adecuación del Sistema de Control de Órdenes de Pedido de Combustibles (SCOP).","2012","Energy","Institution, Energy conservation/energy production, Oil, Special fund, Internal trade, International trade, Data collection/reporting, Natural gas","La presente Resolución modifica el Procedimiento para la adecuación del Sistema de Control de Órdenes de Pedido de Combustibles (SCOP), en aspectos relacionados con los procedimientos y agentes que intervienen en la adquisición o comercialización de Diesel BX destinado al uso vehicular.",NA
"LEX-FAOC084786","http://extwprlegs1.fao.org/docs/pdf/per84786.pdf","Resolución Nº 167/08/MEM - Términos de referencia comunes para las actividades de exploración minera categorías I y II.","2008","Mineral resources","Pollution control, Exploration, Environmental standards, Mining, Soil pollution/quality, EIA, Environmental audit, Inspection, Residues, Legal proceedings/administrative proceedings, Soil rehabilitation, Classification/declassification, Data collection/reporting, Authorization/permit","La presente Resolución aprueba los términos de referencia comunes para las actividades de exploración minera categorías I y II, conforme a los cuales los titulares mineros deberán presentar la Declaración de Impacto Ambiental y el Estudio de Impacto Ambiental Semidetallado, así como Ficha Resumen de Proyecto y Normas para la Apertura y Manejo de Trincheras y Calicatas.",NA
"LEX-FAOC139446","http://extwprlegs1.fao.org/docs/pdf/mex139446.pdf","Decreto Nº 87 - Ley de Catastro del Estado de Colima.","1992","Land & soil","Agricultural land, Urban land, Cadastre/land registration","Esta Ley regula el funcionamiento del catastro del Estado de Colima, cuyo objeto consiste en: a) identificar y delimitar los bienes inmuebles; b) integrar y mantener permanentemente actualizada la información relativa a las características cuantitativas y cualitativas de los bienes inmuebles, en padrones con aplicación multifinalitaria; c) determinar los valores catastrales de los bienes inmuebles; d) integrar la cartografía catastral del territorio del Estado; y e) aportar información técnica e",NA
"LEX-FAOC130636","http://extwprlegs1.fao.org/docs/texts/mex130636.doc","Reglas de Operación del Fideicomiso Público de Administración y Pago denominado Fondo para la Transición Energética y el Aprovechamiento Sustentable de la Energía.","2013","Energy","Renewable energy, Energy conservation/energy production, Policy/planning","Las presentes disposiciones regulan la administración, asignación y distribución de los recursos del fideicomiso público de administración y pago denominado Fondo para la Transición Energética y el Aprovechamiento Sustentable de la Energía, con el fin de promover los objetivos de la Estrategia Nacional para la Transición Energética y el Aprovechamiento Sustentable de la Energía. Los recursos tienen por finalidad primordial promover la utilización, el desarrollo y la inversión en las energías ren",NA
"LEX-FAOC019777","http://extwprlegs1.fao.org/docs/pdf/els19777.pdf","Acuerdo Nº 29 - Crea el Comisionado Presidencial para la Promoción y Negociación Internacional del Café.","1999","Cultivated plants","Institution, Coffee/cocoa/tea, International trade","El presente Decreto crea el Comisionado Presidencial para la Promoción y Negociación Internacional del Café, quien será nombrado por el Presidente de la República y tendrá el rango de Ministro de Estado, pudiendo participar en las reuniones de los Comités de Gestión que el Presidente de la República considere conveniente.",NA
"LEX-FAOC054974","http://extwprlegs1.fao.org/docs/texts/per54974.doc","Ley Nº 28477 - Ley de cultivos, crianzas nativas y especies silvestres usufructuadas.","2005","Wild species & ecosystems","Wild fauna, Keeping of live animals, Ranching/captive breeding, Wild flora, Ex-situ conservation, Internal trade, Wildlife products","La presente Ley declara patrimonio natural de la nación a los cultivos, crianzas nativas y especies silvestres usufructuadas.",NA
"LEX-FAOC024087","http://extwprlegs1.fao.org/docs/texts/per24087.doc","Resolución Nº 027/01/MITINCI/DM - Guía de participación ciudadana para la protección ambiental en la industria manufacturera.","2001","Environment gen.","Ecosystem preservation, Pollution control, Access-to-information, Waste prevention, Waste non-domestic sources","La finalidad de la presente Guía es propiciar mejoras en el desempeño ambiental de las empresas y, a la vez, en sus relaciones con la población aledaña, mediante la incorporación de los aportes de la ciudadanía y la disipación de temores infundados sobre las operaciones de la empresa.",NA
"LEX-FAOC162226","http://extwprlegs1.fao.org/docs/pdf/gua162226.pdf","Decreto Legislativo Nº 82-78: Ley General de Cooperativas.","1978","Agricultural & rural development","Cooperative/producer organization, Registration, Institution, Basic legislation","Por la presente Ley el Estado da impulso a su política de apoyo a las cooperativas y establece el marco normativo para la fiscalización y control de las mismas. La Ley fija los principios que deben cumplir las cooperativas y las reglas básicas relativas a su composición, naturaleza jurídica y funcionamiento, así como su régimen de constitución e inscripción, y responsabilidad. Entre los tipos de cooperativas contempladas se incluyen las cooperativas especializadas, que son aquéllas que se ocupan",NA
"LEX-FAOC031596","http://extwprlegs1.fao.org/docs/texts/per31596.doc","Resolución Nº 112/02/AG - Crea la Comisión Nacional de Prevención de Ocratoxina A (OTA) en el café peruano.","2002","Cultivated plants","Plant protection, Institution, Coffee/cocoa/tea, Pests/diseases","La presente Resolución crea la Comisión Nacional de Prevención de Ocratoxina A (OTA) en el café peruano, cuya Secretaría Técnica estará a cargo de la Comisión para la Promoción de Exportaciones (PROMPEX).",NA
"LEX-FAOC125602","http://extwprlegs1.fao.org/docs/pdf/per125602.pdf","Decreto Legislativo Nº 1014 - Medidas para propiciar la inversión en materia de servicios públicos y obras públicas de infraestructura.","2008","Agricultural & rural development","Financial agricultural measures, Business/industry/corporations, Legal proceedings/administrative proceedings","El presente Decreto Legislativo establece medidas para propiciar la inversión en materia de servicios públicos y obras públicas de infraestructura, con el objeto de impulsar la inversión en infraestructura para la provisión de servicios públicos esenciales, a través de la implementación de medidas que eliminen sobrecostos y logren una efectiva simplificación administrativa.",NA
"LEX-FAOC035835","http://extwprlegs1.fao.org/docs/texts/per35835.doc","Resolución Nº 259/02/AG/SENASA - Prorroga la suspensión temporal a la importación de productos y subproductos aviares procedentes de Chile y Estados Unidos.","2002","Livestock, Food & nutrition","Food quality control/food safety, Poultry products, International trade, Hygiene/sanitary procedures, Animal health, Poultry, Pests/diseases","La presente Resolución prorroga por un período de 90 días la suspensión temporal a la importación de aves vivas (comerciales, de crianza familiar, de riña, silvestres y de ornato), huevos fértiles, huevos para consumo, carne de ave, otros productos y subproductos aviares procedentes de Chile y de los Estados Unidos.",NA
"LEX-FAOC146054","http://extwprlegs1.fao.org/docs/pdf/per146054.pdf","Resolución Nº 011/15/OEFA - Competencia del Organismo de Evaluación y Fiscalización Ambiental (OEFA) en materia de Organismos Vivos Modificados (OVM).","2015","Environment gen., Wild species & ecosystems","Institution, Legal proceedings/administrative proceedings, Inspection, Environmental audit, GMO, Research, Biological agents, Biotechnology","La presente Resolución determina que el Organismo de Evaluación y Fiscalización Ambiental (OEFA) asumirá la competencia para ejercer las funciones de vigilancia, control, supervisión, fiscalización y sanción otorgadas al Ministerio del Ambiente (MINAM) en cuanto al cumplimiento de la Ley que establece la Moratoria al Ingreso y Producción de Organismos Vivos Modificados al Territorio Nacional por un período de diez años.",NA
"LEX-FAOC093774","http://extwprlegs1.fao.org/docs/pdf/per93774.pdf","Ley Nº 16726 - Declara de interés social y de necesidad nacional la promoción y desarrollo del sector agropecuario del país.","1967","Agricultural & rural development, Food & nutrition","Agricultural development, Agricultural commodities, Internal trade, Non-governmental entity, Financial agricultural measures, Subsidy/incentive, Institution, Special fund, Cooperative/producer organization, Policy/planning, Food security, Right to food","La presente Ley declara de interés social y de necesidad nacional la promoción y desarrollo del sector agropecuario del país, especialmente la producción de artículos alimenticios y la normalización de su abastecimiento.",NA
"LEX-FAOC113379","http://extwprlegs1.fao.org/docs/pdf/per113379.pdf","Decreto Supremo Nº 046-2012-PCM - Modifica el Reglamento de la Ley Nº 26734, que crea el Organismo Supervisor de la Inversión en Energía (OSINERG).","2012","Energy","Institution, Energy conservation/energy production, Policy/planning, Legal proceedings/administrative proceedings, Environmental standards, Royalties/fees","El presente Decreto Supremo modifica el reglamento de la Ley crea el Organismo Supervisor de la Inversión en Energía (OSINERG), en aspectos relacionados con el quorum de las sesiones del Consejo Directivo.",NA
"LEX-FAOC091013","http://extwprlegs1.fao.org/docs/pdf/per91013.pdf","Resolución Nº 650/09/OS - Modifica la Resolución Nº 028/03/OS, sobre tipificación de infracciones y sanciones de OSINERG.","2009","Energy","Institution, Legal proceedings/administrative proceedings, Inspection, Offences/penalties, Transport/storage, Natural gas, Oil","La presente Resolución aprueba el texto unificado de los criterios específicos para la aplicación de sanciones por infracciones a las normas metrológicas en combustibles líquidos y GLP, contenidas en la tipificación y escala de multas y sanciones de hidrocarburos.",NA
"LEX-FAOC173390","http://extwprlegs1.fao.org/docs/pdf/chi173390.pdf","Resolución Núm. 55 exenta – Aprueba Instructivo para el reporte y verificación de las emisiones de fuentes fijas afectas al impuesto del artículo 8º de la Ley Nº 20.780.","2018","Air & atmosphere, Environment gen.","Air quality/air pollution, Emissions, Tax/levy, Ozone layer, Monitoring","La presente Resolución establece las reglas de carácter general para el monitoreo, reporte y verificación de las emisiones de fuentes fijas afectas al impuesto del artículo 8º de la Ley Nº 20.780 (ley tributaria). Son destinatarios de la presente instrucción todos aquellos establecimientos cuyas fuentes fijas generen emisiones de NOx, SO2, MP y CO2.",NA
"LEX-FAOC139263","http://extwprlegs1.fao.org/docs/pdf/mex139263.pdf","Ley de Desarrollo Pecuario para el Estado de Hidalgo.","2006","Livestock, Food & nutrition","Meat, Milk/dairy products, Poultry products, Food quality control/food safety, Packaging/labelling, Internal trade, Transport/storage, Offences/penalties, Agricultural development, Cattle, Sheep/goats, Swine, Equine-animals, Poultry, Animal production, Apiculture/sericulture, Animal reproduction, Herd book, Drugs, Animal feed/feedstuffs, Slaughtering, Animal health, Pests/diseases, Marking/identification","La presente Ley tiene por objeto regular y proteger la actividad pecuaria en el Estado de Hidalgo y establecer las bases para promover el desarrollo sustentable de su producción, sanidad, clasificación y comercialización, mediante la planeación que integre las acciones de investigación, conservación y mejoramiento de las especies pecuarias para el consumo humano. Quedan sujetas a estas disposiciones las siguientes actividades: a) la cría, reproducción, explotación, transporte y sacrificio de esp",NA
"LEX-FAOC088549","http://extwprlegs1.fao.org/docs/texts/mex88549.doc","NOM-EM-047-FITO-2009: Se establecen las acciones fitosanitarias para mitigar el riesgo de introducción y dispersión del Huanglongbing (HLB) de los cítricos (candidatus liberibacter spp.) en el territorio nacional.","2009","Cultivated plants","Plant protection, Pests/diseases, Quarantine, Hygiene/sanitary procedures, Fruits/edible nuts","La presente Norma introduce acciones fitosanitarias para implementar un programa de monitoreo que incluya la toma de muestras, diagnóstico, inspección y vigilancia con el objeto de detectar oportunamente la eventual introducción y dispersión del Huanglongbing (bacteria que representa una amenaza para los cítricos) al territorio nacional y, en su caso, la aplicación de las acciones fitosanitarias para su control. Dichas acciones incluyen la delimitación de las zonas bajo control fitosanitario, la",NA
"LEX-FAOC088123","http://extwprlegs1.fao.org/docs/pdf/per88123.pdf","Resolución Nº 011/09/AG/SENASA/DSV - Requisitos fitosanitarios para la importación de barras yemeras de cítricos de España.","2009","Cultivated plants","Plant protection, Pests/diseases, Planting material/seeds, Fruits/edible nuts, International trade","La presente Resolución establece los requisitos fitosanitarios específicos de cumplimiento obligatorio en la importación de barras yemeras de cítricos (Citrus spp.) procedentes de España.",NA
"LEX-FAOC151540","http://extwprlegs1.fao.org/docs/pdf/gua151540.pdf","Acuerdo Gubernativo Nº 60-2015: Reglamento de Evaluación, Control y Seguimiento Ambiental.","2015","Environment gen.","Basic legislation, EIA, Sustainable development, Pollution control, Offences/penalties, Public participation","El presente Reglamento establece los lineamientos y procedimientos para propiciar el desarrollo sostenible del país en materia ambiental, mediante el uso de instrumentos que faciliten la evaluación, control y seguimiento ambiental de los proyectos, obras, industrias y actividades. En particular se determinan los posibles impactos ambientales y se orienta el desarrollo de dichas obras y actividades en armonía con la protección del medio ambiente y los recursos naturales. Asimismo se establecen sa",NA
"LEX-FAOC061452","http://extwprlegs1.fao.org/docs/pdf/chi61452.pdf","Ley Nº 20.089 - Crea Sistema Nacional de Certificación de Productos Orgánicos Agrícolas.","2005","Livestock, Food & nutrition, Cultivated plants","Agricultural commodities, Ecological production/organic production, Certification, Packaging/labelling, Offences/penalties, Agroecology, Basic legislation","La presente Ley tiene por objeto la creación y regulación del Sistema Nacional de Certificación de Productos Orgánicos Agrícolas. Todo producto orgánico proveniente de sistemas holísticos de gestión de la producción en el ámbito agrícola, pecuario o forestal, que fomenta y mejora la salud de los agro ecosistemas, la biodiversidad, los ciclos biológicos y la actividad biológica del suelo, deberá ser producido, elaborado, envasado y manejado de conformidad con las reglas aquí establecidas. El Sist",NA
"LEX-FAOC050244","http://extwprlegs1.fao.org/docs/texts/per50244.doc","Resolución Nº 068/03/AG/SENASA - Suspende temporalmente la importación de productos y subproductos aviares procedentes de Estados Unidos.","2003","Food & nutrition, Livestock","Food quality control/food safety, Poultry products, International trade, Hygiene/sanitary procedures, Animal health, Poultry, Pests/diseases","La presente Resolución suspende por un período de 180 días, la importación de aves vivas (comerciales, de crianza familiar, de riña, silvestres y de ornato) huevos fértiles, huevos para consumo, carne de ave, otros productos y subproductos aviares, procedentes de Estados Unidos, exceptuando de esta medida a la importación de aves vivas comerciales y huevos fértiles procedentes de los Estados de lowa y Arkansas.",NA
"LEX-FAOC159269","http://extwprlegs1.fao.org/docs/pdf/per159269.pdf","Resolución Nº 063/16/OSINFOR - Aprueba el Reglamento para la Supervisión de los Recursos Forestales y de Fauna Silvestre; la Directiva de Supervisión para Títulos Habilitantes con Fines Maderables, la Directiva para Supervisión del Manejo de Fauna Silvestre; y la Directiva para Supervisión de Títulos Habilitantes para Productos Forestales diferentes a la Madera, Ecoturismo y Conservación.","2016","Forestry, Wild species & ecosystems","Institution, Concession, Inspection, Authorization/permit, Forest management/forest conservation, Timber extraction/logging, Afforestation/reforestation, Non-timber products, Ex-situ conservation, Ranching/captive breeding, Transport/storage, Wild fauna, Registration, Tourism","La presente Resolución aprueba el Reglamento para la Supervisión de los Recursos Forestales y de Fauna Silvestre; la Directiva de Supervisión para Títulos Habilitantes con Fines Maderables; la Directiva para Supervisión del Manejo de Fauna Silvestre; y la Directiva para Supervisión de Títulos Habilitantes para Productos Forestales diferentes a la Madera, Ecoturismo y Conservación, como parte del proceso de desarrollo y fortalecimiento del Organismo de Supervisión de los Recursos Forestales y de",NA
"LEX-FAOC093825","http://extwprlegs1.fao.org/docs/pdf/per93825.pdf","Resolución Nº 020/10/AG/SENASA/DSV - Procedimiento para el monitoreo y/o prospección de plagas de palto.","2010","Cultivated plants","Plant protection, Fruits/edible nuts, Pests/diseases, International trade, Hygiene/sanitary procedures, Early warning system/emergency intervention system","La presente Resolución aprueba el Procedimiento para el monitoreo y/o prospección de plagas de palto o aguacate (Persea Gratíssima ó Americana), con la finalidad de actualizar los procedimientos de vigilancia fitosanitaria en lugares de producción y cumplir con los planes de trabajo para acceder a mercados internacionales y resguardar fitosanitariamente su producción.",NA
"LEX-FAOC039449","http://extwprlegs1.fao.org/docs/texts/chi39449.doc","Resolución Nº 580 - Exigencias sanitarias para la internación a Chile de camellos.","2002","Livestock","Hygiene/sanitary procedures, Animal health, Pests/diseases, Sheep/goats, International trade","La presente Resolución fija las exigencias sanitarias para la internación a Chile de camellos, que deben venir amparados por un certificado sanitario oficial, otorgado por la autoridad zoosanitaria competente del país de procedencia, que estipule el país y establecimiento de procedencia, el número e identificación de los animales, el consignatario e identificación del medio de transporte y que además acredite el cumplimiento de las exigencias sanitarias que aquí se establecen.",NA
"LEX-FAOC152346","http://extwprlegs1.fao.org/docs/pdf/per152346.pdf","Decreto Supremo Nº 003-2015-MC - Política Nacional para la Transversalización del Enfoque Intercultural.","2015","Agricultural & rural development","Policy/planning, Cultural heritage, Indigenous peoples","La presente Resolución aprueba la Política Nacional para la Transversalización del Enfoque Intercultural, que tiene como objetivo orientar, articular y establecer los mecanismos de acción del Estado para garantizar el ejercicio de los derechos de la población culturalmente diversa del país, particularmente de los pueblos indígenas y la población afroperuana, promoviendo un Estado que reconoce la diversidad cultural innata a nuestra sociedad, opera con pertinencia cultural y contribuye así a la i",NA
