,keyword,sentence_ID,xlm_K-rank,xlm_K-sim,xlm_S-rank,xlm_S-sim,dist_K-rank,dist_K-sim,dist_S-rank,dist_S-sim
1035,multa,9462c2d_114,5811,0.31,1803,0.53,15000,0.0,151,0.45
1036,multa,9462c2d_120,15000,0.0,3220,0.49,15000,0.0,295,0.42
1037,multa,9462c2d_121,15000,0.0,9825,0.39,15000,0.0,6643,0.23
1038,multa,9462c2d_122,15000,0.0,3624,0.48,15000,0.0,1185,0.34
1039,multa,9462c2d_131,5699,0.32,8921,0.4,15000,0.0,4169,0.26
1040,multa,9462c2d_135,1825,0.41,15000,0.0,15000,0.0,15000,0.0
1041,multa,9462c2d_139,343,0.51,9600,0.39,15000,0.0,9144,0.21
1042,multa,9462c2d_140,15000,0.0,15000,0.0,15000,0.0,3096,0.28
1043,multa,964bca0_54,9744,0.27,7511,0.42,15000,0.0,4443,0.26
1044,multa,964bca0_63,15000,0.0,15000,0.0,15000,0.0,4518,0.26
1045,multa,964bca0_64,15000,0.0,15000,0.0,15000,0.0,2542,0.29
1046,multa,964bca0_65,15000,0.0,2957,0.5,15000,0.0,1418,0.33
1047,multa,972f711_62,15000,0.0,3960,0.48,15000,0.0,3039,0.28
1048,multa,972f711_67,15000,0.0,3663,0.48,15000,0.0,3275,0.28
1049,multa,972f711_73,15000,0.0,1791,0.53,15000,0.0,15000,0.0
1050,multa,972f711_74,15000,0.0,1556,0.54,15000,0.0,6464,0.23
1051,multa,9b804bd_13,7848,0.29,3109,0.49,15000,0.0,7917,0.22
1052,multa,9b804bd_23,15000,0.0,1706,0.53,15000,0.0,5139,0.25
1053,multa,9b804bd_38,7306,0.3,276,0.61,15000,0.0,931,0.36
1054,multa,9b804bd_39,15000,0.0,5306,0.46,15000,0.0,1120,0.34
1055,multa,9b804bd_43,15000,0.0,1406,0.54,15000,0.0,357,0.41
1056,multa,9d724a3_73,15000,0.0,6923,0.43,15000,0.0,2149,0.3
1057,multa,9d724a3_76,15000,0.0,15000,0.0,15000,0.0,3550,0.27
1058,multa,9d724a3_78,15000,0.0,4777,0.46,15000,0.0,2990,0.28
1059,multa,9d724a3_82,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1060,multa,9d724a3_84,15000,0.0,6580,0.43,15000,0.0,917,0.36
1061,multa,9d724a3_86,15000,0.0,9869,0.39,15000,0.0,1918,0.31
1062,multa,9d724a3_88,15000,0.0,1097,0.55,15000,0.0,2745,0.29
1063,multa,9e306e3_48,15000,0.0,5509,0.45,15000,0.0,15000,0.0
1064,multa,a0a19ee_91,15000,0.0,2917,0.5,15000,0.0,8951,0.21
1065,multa,a0a19ee_339,15000,0.0,3892,0.48,15000,0.0,1828,0.31
1066,multa,a0a19ee_342,15000,0.0,3106,0.49,15000,0.0,1845,0.31
1067,multa,a0a19ee_343,15000,0.0,15000,0.0,15000,0.0,9363,0.2
1068,multa,a0a19ee_344,5120,0.33,2664,0.51,15000,0.0,15000,0.0
1069,multa,a0a19ee_345,15000,0.0,1025,0.56,15000,0.0,534,0.39
1070,multa,a0a19ee_93,15000,0.0,220,0.62,15000,0.0,123,0.46
1071,multa,a0a19ee_95,15000,0.0,1474,0.54,15000,0.0,3112,0.28
1072,multa,a0a19ee_98,15000,0.0,1220,0.55,15000,0.0,340,0.41
1073,multa,a0a19ee_101,15000,0.0,672,0.58,15000,0.0,206,0.43
1074,multa,a0a19ee_108,4019,0.34,6337,0.44,15000,0.0,7367,0.22
1075,multa,a0a19ee_109,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1076,multa,a0a19ee_113,15000,0.0,8586,0.41,15000,0.0,4397,0.26
1077,multa,a0a19ee_182,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1078,multa,a0a19ee_184,15000,0.0,485,0.59,15000,0.0,301,0.42
1079,multa,a0a19ee_203,15000,0.0,1829,0.53,15000,0.0,8435,0.21
1080,multa,a0a19ee_352,5613,0.32,2683,0.51,15000,0.0,15000,0.0
1081,multa,a0dcb6f_402,15000,0.0,31,0.73,15000,0.0,212,0.43
1082,multa,a0dcb6f_405,7352,0.29,700,0.57,15000,0.0,2045,0.31
1083,multa,a0dcb6f_408,15000,0.0,1282,0.55,15000,0.0,2827,0.29
1084,multa,a0dcb6f_412,8697,0.28,2996,0.5,15000,0.0,9192,0.2
1085,multa,a187a36_151,15000,0.0,145,0.64,15000,0.0,2870,0.29
1086,multa,a63e3ea_23,15000,0.0,412,0.6,15000,0.0,174,0.44
1087,multa,a63e3ea_87,15000,0.0,742,0.57,15000,0.0,2263,0.3
1088,multa,a63e3ea_97,15000,0.0,261,0.61,15000,0.0,2564,0.29
1089,multa,a63e3ea_218,15000,0.0,375,0.6,15000,0.0,800,0.37
1090,multa,a63e3ea_231,15000,0.0,262,0.61,15000,0.0,630,0.38
1091,multa,a63e3ea_260,15000,0.0,15000,0.0,15000,0.0,7196,0.22
1092,multa,a63e3ea_266,15000,0.0,3010,0.5,15000,0.0,5718,0.24
1093,multa,a63e3ea_267,15000,0.0,353,0.6,15000,0.0,7258,0.22
1094,multa,a63e3ea_268,8144,0.29,3949,0.48,15000,0.0,8604,0.21
1095,multa,a63e3ea_270,15000,0.0,15000,0.0,15000,0.0,131,0.46
1096,multa,a722ac1_356,15000,0.0,8861,0.4,15000,0.0,434,0.4
1097,multa,a722ac1_365,15000,0.0,1045,0.56,15000,0.0,643,0.38
1098,multa,a722ac1_380,15000,0.0,104,0.66,15000,0.0,328,0.42
1099,multa,a765ce8_395,15000,0.0,32,0.73,15000,0.0,213,0.43
1100,multa,a765ce8_398,7353,0.29,701,0.57,15000,0.0,2046,0.31
1101,multa,a765ce8_401,15000,0.0,1283,0.55,15000,0.0,2828,0.29
1102,multa,a765ce8_405,8698,0.28,2997,0.5,15000,0.0,9193,0.2
1103,multa,aee3681_49,15000,0.0,264,0.61,15000,0.0,64,0.51
1104,multa,aee3681_50,15000,0.0,7857,0.42,15000,0.0,3539,0.27
1105,multa,aee3681_72,6065,0.31,15000,0.0,15000,0.0,989,0.35
1106,multa,aee3681_73,15000,0.0,15000,0.0,15000,0.0,6105,0.24
1107,multa,af82608_389,15000,0.0,33,0.73,15000,0.0,214,0.43
1108,multa,af82608_392,7354,0.29,702,0.57,15000,0.0,2047,0.31
1109,multa,af82608_395,15000,0.0,1284,0.55,15000,0.0,2829,0.29
1110,multa,af82608_399,8699,0.28,2998,0.5,15000,0.0,9194,0.2
1111,multa,b016406_394,15000,0.0,34,0.73,15000,0.0,215,0.43
1112,multa,b016406_397,7355,0.29,703,0.57,15000,0.0,2048,0.31
1113,multa,b016406_400,15000,0.0,1285,0.55,15000,0.0,2830,0.29
1114,multa,b016406_404,15000,0.0,1743,0.53,15000,0.0,5927,0.24
1115,multa,b04399e_22,15000,0.0,245,0.62,15000,0.0,147,0.45
1116,multa,b04399e_88,15000,0.0,743,0.57,15000,0.0,2264,0.3
1117,multa,b04399e_98,15000,0.0,346,0.6,15000,0.0,1697,0.32
1118,multa,b04399e_157,15000,0.0,981,0.56,15000,0.0,3229,0.28
1119,multa,b04399e_205,15000,0.0,2419,0.51,15000,0.0,2701,0.29
1120,multa,b04399e_211,15000,0.0,563,0.58,15000,0.0,1768,0.32
1121,multa,b04399e_219,15000,0.0,6029,0.44,15000,0.0,1585,0.32
1122,multa,b04399e_229,15000,0.0,498,0.59,15000,0.0,15000,0.0
1123,multa,b04399e_230,15000,0.0,856,0.56,15000,0.0,5612,0.24
1124,multa,b04399e_232,15000,0.0,15000,0.0,15000,0.0,141,0.46
1125,multa,b04399e_236,15000,0.0,247,0.62,15000,0.0,60,0.52
1126,multa,b107cc9_96,15000,0.0,5997,0.44,15000,0.0,15000,0.0
1127,multa,b107cc9_121,15000,0.0,127,0.65,15000,0.0,2265,0.3
1128,multa,b107cc9_140,15000,0.0,4789,0.46,15000,0.0,15000,0.0
1129,multa,b107cc9_150,15000,0.0,3765,0.48,15000,0.0,398,0.41
1130,multa,b107cc9_159,15000,0.0,5639,0.45,15000,0.0,3366,0.28
1131,multa,b107cc9_208,15000,0.0,198,0.63,15000,0.0,2682,0.29
1132,multa,b107cc9_209,15000,0.0,186,0.63,15000,0.0,9420,0.2
1133,multa,b107cc9_213,15000,0.0,2322,0.52,15000,0.0,421,0.4
1134,multa,b107cc9_215,15000,0.0,3767,0.48,15000,0.0,9212,0.2
1135,multa,b107cc9_217,15000,0.0,5137,0.46,15000,0.0,1520,0.32
1136,multa,b107cc9_222,15000,0.0,728,0.57,15000,0.0,372,0.41
1137,multa,b107cc9_227,8469,0.28,3261,0.49,15000,0.0,1627,0.32
1138,multa,b107cc9_228,15000,0.0,15000,0.0,15000,0.0,2216,0.3
1139,multa,b107cc9_229,990,0.45,15000,0.0,15000,0.0,4479,0.26
1140,multa,b189d15_559,15000,0.0,56,0.69,15000,0.0,52,0.53
1141,multa,b189d15_568,15000,0.0,15000,0.0,15000,0.0,4730,0.25
1142,multa,b189d15_569,15000,0.0,1018,0.56,15000,0.0,1979,0.31
1143,multa,b189d15_572,15000,0.0,2365,0.52,15000,0.0,5842,0.24
1144,multa,b2ef15f_90,15000,0.0,5255,0.46,15000,0.0,1317,0.33
1145,multa,b2ef15f_96,15000,0.0,7695,0.42,15000,0.0,15000,0.0
1146,multa,b2ef15f_101,15000,0.0,2344,0.52,15000,0.0,797,0.37
1147,multa,b2ef15f_108,1701,0.42,8167,0.41,15000,0.0,15000,0.0
1148,multa,b3d21c2_40,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1149,multa,b3d21c2_50,15000,0.0,1707,0.53,15000,0.0,5140,0.25
1150,multa,b3d21c2_61,15000,0.0,1232,0.55,15000,0.0,9484,0.2
1151,multa,b3d21c2_66,1262,0.43,1977,0.52,15000,0.0,15000,0.0
1152,multa,b3d21c2_73,15000,0.0,240,0.62,15000,0.0,600,0.38
1153,multa,b3d21c2_77,15000,0.0,38,0.72,15000,0.0,349,0.41
1154,multa,b3d21c2_79,15000,0.0,537,0.59,15000,0.0,2436,0.3
1155,multa,b3d21c2_80,15000,0.0,8832,0.4,15000,0.0,6113,0.24
1156,multa,b3d21c2_81,15000,0.0,1236,0.55,15000,0.0,9348,0.2
1157,multa,b3d21c2_87,15000,0.0,45,0.7,15000,0.0,45,0.54
1158,multa,b3d21c2_90,4295,0.34,5272,0.46,15000,0.0,7495,0.22
1159,multa,b3d21c2_91,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1160,multa,b3d21c2_95,15000,0.0,4822,0.46,15000,0.0,9294,0.2
1161,multa,b3d21c2_98,15000,0.0,8496,0.41,15000,0.0,148,0.45
1162,multa,b3d21c2_106,15000,0.0,5194,0.46,15000,0.0,2857,0.29
1163,multa,b3d21c2_116,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1164,multa,b3d21c2_126,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1165,multa,b821b11_208,15000,0.0,9558,0.4,15000,0.0,851,0.36
1166,multa,b821b11_215,15000,0.0,5134,0.46,15000,0.0,592,0.38
1167,multa,b821b11_221,15000,0.0,88,0.67,15000,0.0,69,0.5
1168,multa,b821b11_238,15000,0.0,125,0.65,15000,0.0,155,0.45
1169,multa,b821b11_239,15000,0.0,5005,0.46,15000,0.0,15000,0.0
1170,multa,b821b11_243,6679,0.3,4076,0.48,15000,0.0,7552,0.22
1171,multa,b8922be_70,15000,0.0,8810,0.4,15000,0.0,15000,0.0
1172,multa,b8bb2bb_343,15000,0.0,9991,0.39,15000,0.0,5381,0.24
1173,multa,b8bb2bb_366,15000,0.0,316,0.61,15000,0.0,20,0.6
1174,multa,b8bb2bb_367,15000,0.0,1257,0.55,15000,0.0,860,0.36
1175,multa,b8bb2bb_368,15000,0.0,1585,0.54,15000,0.0,15000,0.0
1176,multa,b8bb2bb_375,15000,0.0,15000,0.0,15000,0.0,9251,0.2
1177,multa,b8cd173_159,15000,0.0,8296,0.41,15000,0.0,200,0.43
1178,multa,b8cd173_165,15000,0.0,106,0.66,15000,0.0,1407,0.33
1179,multa,b8ff0ff_184,4435,0.34,3531,0.48,15000,0.0,5575,0.24
1180,multa,b8ff0ff_194,344,0.51,9601,0.39,15000,0.0,9145,0.21
1181,multa,b8ff0ff_196,15000,0.0,15000,0.0,15000,0.0,2123,0.31
1182,multa,b8ff0ff_197,15000,0.0,15000,0.0,15000,0.0,1187,0.34
1183,multa,b8ff0ff_199,15000,0.0,2946,0.5,15000,0.0,1267,0.34
1184,multa,b8ff0ff_203,15000,0.0,1397,0.54,15000,0.0,818,0.36
1185,multa,cd11969_45,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1186,multa,cd11969_55,15000,0.0,1590,0.54,15000,0.0,3748,0.27
1187,multa,cd11969_70,2022,0.4,1658,0.53,15000,0.0,15000,0.0
1188,multa,cd11969_84,15000,0.0,1031,0.56,15000,0.0,1094,0.35
1189,multa,cd11969_85,15000,0.0,538,0.59,15000,0.0,2437,0.3
1190,multa,cd11969_86,15000,0.0,8833,0.4,15000,0.0,6114,0.24
1191,multa,cd11969_93,15000,0.0,1192,0.55,15000,0.0,105,0.47
1192,multa,cd11969_95,4296,0.34,5273,0.46,15000,0.0,7496,0.22
1193,multa,cd11969_96,15000,0.0,15000,0.0,15000,0.0,874,0.36
1194,multa,cd11969_97,15000,0.0,436,0.6,15000,0.0,522,0.39
1195,multa,cd11969_98,15000,0.0,4088,0.47,15000,0.0,1569,0.32
1196,multa,cd11969_99,15000,0.0,669,0.58,15000,0.0,955,0.36
1197,multa,cd11969_102,15000,0.0,5954,0.44,15000,0.0,5470,0.24
1198,multa,cd11969_105,15000,0.0,3062,0.5,15000,0.0,2207,0.3
1199,multa,cd11969_106,15000,0.0,750,0.57,15000,0.0,1110,0.35
1200,multa,cd11969_110,15000,0.0,5347,0.46,15000,0.0,2323,0.3
1201,multa,cd11969_128,15000,0.0,15000,0.0,15000,0.0,1591,0.32
1202,multa,cddbed6_81,15000,0.0,7038,0.43,15000,0.0,3241,0.28
1203,multa,cddbed6_83,15000,0.0,5826,0.45,15000,0.0,3513,0.27
1204,multa,cddbed6_87,5819,0.31,15000,0.0,15000,0.0,5461,0.24
1205,multa,cddbed6_97,9261,0.27,487,0.59,15000,0.0,15000,0.0
1206,multa,cddbed6_100,5201,0.32,4237,0.47,15000,0.0,9309,0.2
1207,multa,cddbed6_113,2774,0.38,9055,0.4,15000,0.0,3841,0.27
1208,multa,ce2bd55_44,3765,0.35,15000,0.0,15000,0.0,3296,0.28
1209,multa,ce2bd55_78,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1210,multa,ce2bd55_84,6934,0.3,2398,0.51,15000,0.0,5439,0.24
1211,multa,ce2bd55_87,15000,0.0,6254,0.44,15000,0.0,7113,0.23
1212,multa,ce2bd55_91,15000,0.0,8612,0.41,15000,0.0,2509,0.3
1213,multa,ce2bd55_95,15000,0.0,4090,0.47,15000,0.0,844,0.36
1214,multa,cefe040_76,15000,0.0,188,0.63,15000,0.0,111,0.47
1215,multa,cefe040_81,15000,0.0,1559,0.54,15000,0.0,297,0.42
1216,multa,cefe040_90,8723,0.28,3255,0.49,15000,0.0,7093,0.23
1217,multa,cefe040_92,15000,0.0,15000,0.0,15000,0.0,1007,0.35
1218,multa,cfe0ee3_97,15000,0.0,74,0.67,15000,0.0,1462,0.33
1219,multa,cfe0ee3_219,15000,0.0,379,0.6,15000,0.0,6086,0.24
1220,multa,cfe0ee3_227,7575,0.29,2655,0.51,15000,0.0,6717,0.23
1221,multa,cfe0ee3_230,15000,0.0,15000,0.0,15000,0.0,1480,0.33
1222,multa,cfe0ee3_99,15000,0.0,8408,0.41,15000,0.0,5141,0.25
1223,multa,cfe0ee3_100,15000,0.0,5855,0.45,15000,0.0,544,0.39
1224,multa,cfe0ee3_103,15000,0.0,1247,0.55,15000,0.0,446,0.4
1225,multa,cfe0ee3_107,5121,0.33,2665,0.51,15000,0.0,15000,0.0
1226,multa,cfe0ee3_108,15000,0.0,1026,0.56,15000,0.0,535,0.39
1227,multa,cfe0ee3_114,5313,0.32,5589,0.45,15000,0.0,7850,0.22
1228,multa,cfe0ee3_136,15000,0.0,785,0.57,15000,0.0,2251,0.3
1229,multa,cfe0ee3_141,15000,0.0,1608,0.53,15000,0.0,8260,0.21
1230,multa,cfe0ee3_154,15000,0.0,6963,0.43,15000,0.0,8594,0.21
1231,multa,d2bbc34_58,15000,0.0,3496,0.49,15000,0.0,2716,0.29
1232,multa,d2bbc34_130,15000,0.0,459,0.59,15000,0.0,596,0.38
1233,multa,d2bbc34_138,15000,0.0,829,0.56,15000,0.0,1844,0.31
1234,multa,d2bbc34_149,15000,0.0,1362,0.54,15000,0.0,1166,0.34
1235,multa,d2bbc34_151,7423,0.29,15000,0.0,15000,0.0,793,0.37
1236,multa,d2bbc34_156,15000,0.0,227,0.62,15000,0.0,2116,0.31
1237,multa,d2bbc34_164,9334,0.27,2555,0.51,15000,0.0,1605,0.32
1238,multa,d2bbc34_185,15000,0.0,9710,0.39,15000,0.0,1383,0.33
1239,multa,d2bbc34_194,15000,0.0,9737,0.39,15000,0.0,8334,0.21
1240,multa,d2bbc34_197,95,0.59,15000,0.0,15000,0.0,8218,0.21
1241,multa,d66d6a2_110,15000,0.0,2624,0.51,15000,0.0,995,0.35
1242,multa,d66d6a2_113,4827,0.33,623,0.58,15000,0.0,2629,0.29
1243,multa,d66d6a2_114,15000,0.0,15000,0.0,15000,0.0,271,0.42
1244,multa,d66d6a2_131,15000,0.0,8395,0.41,15000,0.0,4323,0.26
1245,multa,d79b35d_37,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1246,multa,d79b35d_47,15000,0.0,827,0.56,15000,0.0,5683,0.24
1247,multa,d79b35d_62,1758,0.41,1680,0.53,15000,0.0,15000,0.0
1248,multa,d79b35d_76,15000,0.0,3677,0.48,15000,0.0,3489,0.27
1249,multa,d79b35d_78,15000,0.0,539,0.59,15000,0.0,2438,0.3
1250,multa,d79b35d_79,15000,0.0,8947,0.4,15000,0.0,6218,0.23
1251,multa,d79b35d_80,15000,0.0,1217,0.55,15000,0.0,7731,0.22
1252,multa,d79b35d_87,15000,0.0,1546,0.54,15000,0.0,461,0.4
1253,multa,d79b35d_88,3231,0.36,3869,0.48,15000,0.0,5131,0.25
1254,multa,d79b35d_89,15000,0.0,15000,0.0,15000,0.0,982,0.35
1255,multa,d79b35d_90,15000,0.0,290,0.61,15000,0.0,516,0.39
1256,multa,d79b35d_91,15000,0.0,4916,0.46,15000,0.0,1175,0.34
1257,multa,d79b35d_92,15000,0.0,297,0.61,15000,0.0,969,0.35
1258,multa,d79b35d_95,15000,0.0,5053,0.46,15000,0.0,7392,0.22
1259,multa,d79b35d_98,15000,0.0,3063,0.5,15000,0.0,2208,0.3
1260,multa,d79b35d_99,15000,0.0,751,0.57,15000,0.0,1111,0.35
1261,multa,d79b35d_106,15000,0.0,5348,0.46,15000,0.0,2324,0.3
1262,multa,d79b35d_124,15000,0.0,15000,0.0,15000,0.0,1592,0.32
1263,multa,db5877b_390,15000,0.0,35,0.73,15000,0.0,216,0.43
1264,multa,db5877b_393,7356,0.29,704,0.57,15000,0.0,2049,0.31
1265,multa,db5877b_396,15000,0.0,1286,0.55,15000,0.0,2831,0.29
1266,multa,db5877b_400,8700,0.28,2999,0.5,15000,0.0,9195,0.2
1267,multa,dd6b5ad_71,15000,0.0,8780,0.41,15000,0.0,15000,0.0
1268,multa,dd7b815_167,15000,0.0,115,0.66,15000,0.0,1643,0.32
1269,multa,df5ecd4_99,994,0.45,2081,0.52,15000,0.0,1326,0.33
1270,multa,df5ecd4_160,15000,0.0,2442,0.51,15000,0.0,15000,0.0
1271,multa,df5ecd4_178,8505,0.28,878,0.56,15000,0.0,175,0.44
1272,multa,df5ecd4_181,15000,0.0,15000,0.0,15000,0.0,1026,0.35
1273,multa,df5ecd4_182,15000,0.0,21,0.74,15000,0.0,31,0.56
1274,multa,df5ecd4_183,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1275,multa,df5ecd4_184,3963,0.35,4842,0.46,15000,0.0,1400,0.33
1276,multa,df5ecd4_186,15000,0.0,5085,0.46,15000,0.0,2646,0.29
1277,multa,df5ecd4_188,15000,0.0,3288,0.49,15000,0.0,3179,0.28
1278,multa,e18d168_266,15000,0.0,3905,0.48,15000,0.0,8355,0.21
1279,multa,e18d168_267,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1280,multa,e18d168_268,15000,0.0,46,0.7,15000,0.0,1232,0.34
1281,multa,e18d168_270,15000,0.0,624,0.58,15000,0.0,504,0.39
1282,multa,e18d168_289,6685,0.3,256,0.61,15000,0.0,1018,0.35
1283,multa,e18d168_298,15000,0.0,3746,0.48,15000,0.0,4870,0.25
1284,multa,e18d168_301,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1285,multa,e18d168_313,15000,0.0,673,0.58,15000,0.0,3674,0.27
1286,multa,e18d168_314,15000,0.0,7155,0.43,15000,0.0,3225,0.28
1287,multa,e18d168_316,15000,0.0,6644,0.43,15000,0.0,4867,0.25
1288,multa,e18d168_322,15000,0.0,15000,0.0,15000,0.0,2977,0.28
1289,multa,e18d168_324,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1290,multa,e1cd38f_140,15000,0.0,2052,0.52,15000,0.0,8925,0.21
1291,multa,e1cd38f_154,15000,0.0,2860,0.5,15000,0.0,15000,0.0
1292,multa,e1cd38f_156,15000,0.0,486,0.59,15000,0.0,302,0.42
1293,multa,e1cd38f_160,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1294,multa,e1cd38f_162,7004,0.3,15000,0.0,15000,0.0,15000,0.0
1295,multa,e2a3198_388,15000,0.0,36,0.73,15000,0.0,217,0.43
1296,multa,e2a3198_391,7357,0.29,705,0.57,15000,0.0,2050,0.31
1297,multa,e2a3198_394,15000,0.0,1287,0.55,15000,0.0,2832,0.29
1298,multa,e2a3198_398,8701,0.28,3000,0.5,15000,0.0,9196,0.2
1299,multa,e33e6ef_29,15000,0.0,5179,0.46,15000,0.0,3658,0.27
1300,multa,e33e6ef_61,15000,0.0,4785,0.46,15000,0.0,15000,0.0
1301,multa,e33e6ef_62,15000,0.0,4887,0.46,15000,0.0,2000,0.31
1302,multa,e33e6ef_63,15000,0.0,281,0.61,15000,0.0,556,0.39
1303,multa,e406275_61,15000,0.0,2611,0.51,15000,0.0,7566,0.22
1304,multa,e406275_63,15000,0.0,5762,0.45,15000,0.0,3393,0.28
1305,multa,e406275_64,15000,0.0,4913,0.46,15000,0.0,7052,0.23
1306,multa,e406275_65,15000,0.0,9572,0.4,15000,0.0,8422,0.21
1307,multa,e406275_67,15000,0.0,974,0.56,15000,0.0,411,0.41
1308,multa,e406275_75,4020,0.34,6338,0.44,15000,0.0,7368,0.22
1309,multa,e4e4d6c_40,15000,0.0,161,0.64,15000,0.0,238,0.43
1310,multa,e4e4d6c_44,15000,0.0,369,0.6,15000,0.0,9504,0.2
1311,multa,e4e4d6c_46,15000,0.0,2357,0.52,15000,0.0,7365,0.22
1312,multa,e4e4d6c_56,15000,0.0,15000,0.0,15000,0.0,3832,0.27
1313,multa,e546927_73,15000,0.0,440,0.6,15000,0.0,5821,0.24
1314,multa,e546927_74,7333,0.29,4512,0.47,15000,0.0,4654,0.25
1315,multa,e546927_78,15000,0.0,15000,0.0,15000,0.0,3975,0.27
1316,multa,e5e0011_88,15000,0.0,159,0.64,15000,0.0,1703,0.32
1317,multa,e5e0011_210,15000,0.0,442,0.59,15000,0.0,2959,0.28
1318,multa,e5e0011_218,7576,0.29,2656,0.51,15000,0.0,6718,0.23
1319,multa,e5e0011_221,15000,0.0,15000,0.0,15000,0.0,1481,0.33
1320,multa,e5e0011_90,15000,0.0,6353,0.44,15000,0.0,1835,0.31
1321,multa,e5e0011_91,15000,0.0,5856,0.45,15000,0.0,545,0.39
1322,multa,e5e0011_94,15000,0.0,1248,0.55,15000,0.0,447,0.4
1323,multa,e5e0011_98,5122,0.33,2666,0.51,15000,0.0,15000,0.0
1324,multa,e5e0011_99,15000,0.0,1027,0.56,15000,0.0,536,0.39
1325,multa,e5e0011_105,5314,0.32,5590,0.45,15000,0.0,7851,0.22
1326,multa,e5e0011_128,15000,0.0,786,0.57,15000,0.0,2252,0.3
1327,multa,e5e0011_133,15000,0.0,376,0.6,15000,0.0,3609,0.27
1328,multa,e5e0011_146,15000,0.0,4914,0.46,15000,0.0,3421,0.28
1329,multa,ea91c69_161,15000,0.0,2741,0.51,15000,0.0,15000,0.0
1330,multa,ea91c69_366,15000,0.0,15000,0.0,15000,0.0,5426,0.24
1331,multa,ea91c69_368,15000,0.0,6455,0.44,15000,0.0,2254,0.3
1332,multa,ea91c69_369,5123,0.33,2667,0.51,15000,0.0,15000,0.0
1333,multa,ea91c69_370,15000,0.0,1028,0.56,15000,0.0,537,0.39
1334,multa,ea91c69_163,15000,0.0,166,0.64,15000,0.0,405,0.41
1335,multa,ea91c69_164,15000,0.0,2311,0.52,15000,0.0,3385,0.28
1336,multa,ea91c69_166,15000,0.0,975,0.56,15000,0.0,412,0.41
1337,multa,ea91c69_174,4021,0.34,6339,0.44,15000,0.0,7369,0.22
1338,multa,ea91c69_220,15000,0.0,243,0.62,15000,0.0,1084,0.35
1339,multa,ea91c69_226,15000,0.0,217,0.62,15000,0.0,4115,0.26
1340,multa,ea91c69_266,15000,0.0,3239,0.49,15000,0.0,3240,0.28
1341,multa,ea91c69_376,5614,0.32,2684,0.51,15000,0.0,15000,0.0
1342,multa,eaf4e0d_97,15000,0.0,1202,0.55,15000,0.0,693,0.38
1343,multa,eaf4e0d_98,15000,0.0,4229,0.47,15000,0.0,4094,0.26
1344,multa,eaf4e0d_116,15000,0.0,5598,0.45,15000,0.0,126,0.46
1345,multa,eaf4e0d_124,15000,0.0,367,0.6,15000,0.0,525,0.39
1346,multa,eaf4e0d_125,15000,0.0,6355,0.44,15000,0.0,733,0.37
1347,multa,eaf4e0d_135,355,0.51,15000,0.0,15000,0.0,8370,0.21
1348,multa,eb2af8d_79,15000,0.0,2513,0.51,15000,0.0,5695,0.24
1349,multa,eb2af8d_109,15000,0.0,4727,0.46,15000,0.0,2187,0.3
1350,multa,eb2af8d_110,41,0.64,9739,0.39,15000,0.0,6837,0.23
1351,multa,eb2af8d_111,15000,0.0,6406,0.44,15000,0.0,2653,0.29
1352,multa,eb2af8d_117,345,0.51,9602,0.39,15000,0.0,9146,0.21
1353,multa,eb2af8d_119,15000,0.0,15000,0.0,15000,0.0,3097,0.28
1354,multa,eb2af8d_120,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1355,multa,eb2af8d_135,15000,0.0,1358,0.54,15000,0.0,5665,0.24
1356,multa,eb2af8d_137,15000,0.0,677,0.58,15000,0.0,1635,0.32
1357,multa,eb99685_182,9923,0.27,1114,0.55,15000,0.0,15000,0.0
1358,multa,eb99685_195,15000,0.0,152,0.64,15000,0.0,343,0.41
1359,multa,eb99685_198,15000,0.0,51,0.69,15000,0.0,1934,0.31
1360,multa,eb99685_208,15000,0.0,15000,0.0,15000,0.0,3563,0.27
1361,multa,eb99685_216,8357,0.28,7406,0.42,15000,0.0,4873,0.25
1362,multa,eb99685_219,15000,0.0,273,0.61,15000,0.0,1706,0.32
1363,multa,eb99685_221,15000,0.0,3294,0.49,15000,0.0,2927,0.29
1364,multa,ebcc815_101,15000,0.0,2053,0.52,15000,0.0,8926,0.21
1365,multa,ebcc815_105,5312,0.32,5530,0.45,15000,0.0,8794,0.21
1366,multa,ebcc815_108,5870,0.31,15000,0.0,15000,0.0,7098,0.23
1367,multa,ebcc815_109,15000,0.0,15000,0.0,15000,0.0,15000,0.0
1368,multa,ebcc815_111,7005,0.3,15000,0.0,15000,0.0,15000,0.0
