,keyword,sentence_ID,xlm_K-rank,xlm_K-sim,xlm_S-rank,xlm_S-sim,dist_K-rank,dist_K-sim,dist_S-rank,dist_S-sim
341,multa,218c0d0_118,15000,0.0,747,0.57,15000,0.0,1107,0.35
342,multa,218c0d0_123,15000,0.0,3152,0.49,15000,0.0,8896,0.21
343,multa,218c0d0_124,15000,0.0,2937,0.5,15000,0.0,7638,0.22
344,multa,218c0d0_132,15000,0.0,15000,0.0,15000,0.0,1515,0.33
345,multa,21dcf30_79,15000,0.0,15000,0.0,15000,0.0,15000,0.0
346,multa,21dcf30_257,15000,0.0,1856,0.53,15000,0.0,1644,0.32
347,multa,21dcf30_281,15000,0.0,6686,0.43,15000,0.0,15000,0.0
348,multa,2235b37_58,15000,0.0,1670,0.53,15000,0.0,2813,0.29
349,multa,2235b37_62,15000,0.0,584,0.58,15000,0.0,15000,0.0
350,multa,2235b37_64,5199,0.32,4235,0.47,15000,0.0,9307,0.2
351,multa,2235b37_72,15000,0.0,8588,0.41,15000,0.0,1966,0.31
352,multa,2369a4b_92,15000,0.0,187,0.63,15000,0.0,110,0.47
353,multa,2369a4b_98,15000,0.0,1629,0.53,15000,0.0,291,0.42
354,multa,2369a4b_107,8720,0.28,3252,0.49,15000,0.0,7090,0.23
355,multa,2369a4b_111,15000,0.0,15000,0.0,15000,0.0,1105,0.35
356,multa,2418c2b_400,15000,0.0,8860,0.4,15000,0.0,433,0.4
357,multa,2418c2b_418,15000,0.0,594,0.58,15000,0.0,1439,0.33
358,multa,2418c2b_426,15000,0.0,377,0.6,15000,0.0,541,0.39
359,multa,27d89cb_305,15000,0.0,3914,0.48,15000,0.0,145,0.45
360,multa,27d89cb_306,15000,0.0,15000,0.0,15000,0.0,15000,0.0
361,multa,27d89cb_312,15000,0.0,4318,0.47,15000,0.0,15000,0.0
362,multa,27d89cb_323,352,0.51,15000,0.0,15000,0.0,8367,0.21
363,multa,27d89cb_330,6897,0.3,8206,0.41,15000,0.0,2792,0.29
364,multa,28e15d8_80,15000,0.0,1560,0.54,15000,0.0,72,0.5
365,multa,28e15d8_84,15000,0.0,4621,0.47,15000,0.0,786,0.37
366,multa,28e15d8_86,1815,0.41,1048,0.56,15000,0.0,1346,0.33
367,multa,28e15d8_91,6759,0.3,2952,0.5,15000,0.0,6663,0.23
368,multa,29c84d6_85,15000,0.0,3073,0.5,15000,0.0,1911,0.31
369,multa,29c84d6_88,15000,0.0,7372,0.42,15000,0.0,4061,0.26
370,multa,29c84d6_100,9776,0.27,15000,0.0,15000,0.0,1074,0.35
371,multa,29c84d6_102,15000,0.0,18,0.76,15000,0.0,15,0.66
372,multa,2ab0f3c_383,15000,0.0,2381,0.51,15000,0.0,809,0.36
373,multa,2ab0f3c_384,15000,0.0,2097,0.52,15000,0.0,278,0.42
374,multa,2ab0f3c_385,15000,0.0,73,0.67,15000,0.0,184,0.44
375,multa,2ab0f3c_386,15000,0.0,1792,0.53,15000,0.0,3849,0.27
376,multa,2ab0f3c_388,15000,0.0,219,0.62,15000,0.0,1479,0.33
377,multa,2ab0f3c_390,8718,0.28,603,0.58,15000,0.0,926,0.36
378,multa,2ab0f3c_396,9547,0.27,3335,0.49,15000,0.0,9582,0.2
379,multa,2b97317_47,15000,0.0,15000,0.0,15000,0.0,15000,0.0
380,multa,2c0677d_97,15000,0.0,5228,0.46,15000,0.0,15000,0.0
381,multa,2ce32ee_337,15000,0.0,9985,0.39,15000,0.0,5375,0.24
382,multa,2ce32ee_360,15000,0.0,2100,0.52,15000,0.0,33,0.55
383,multa,2ce32ee_361,15000,0.0,1249,0.55,15000,0.0,898,0.36
384,multa,2ce32ee_362,15000,0.0,1580,0.54,15000,0.0,15000,0.0
385,multa,2ce32ee_369,15000,0.0,15000,0.0,15000,0.0,9245,0.2
386,multa,2dff019_120,15000,0.0,527,0.59,15000,0.0,1440,0.33
387,multa,2dff019_127,15000,0.0,314,0.61,15000,0.0,1233,0.34
388,multa,2dff019_135,15000,0.0,587,0.58,15000,0.0,823,0.36
389,multa,2dff019_139,9911,0.27,15000,0.0,15000,0.0,1563,0.32
390,multa,2dff019_141,15000,0.0,7947,0.42,15000,0.0,2342,0.3
391,multa,2dff019_143,15000,0.0,15000,0.0,15000,0.0,15000,0.0
392,multa,2dff019_145,3959,0.35,4838,0.46,15000,0.0,1396,0.33
393,multa,2dff019_148,15000,0.0,5508,0.45,15000,0.0,3023,0.28
394,multa,2dff019_149,2281,0.39,9456,0.4,15000,0.0,6048,0.24
395,multa,30220c4_20,15000,0.0,117,0.66,15000,0.0,675,0.38
396,multa,3100693_90,15000,0.0,15000,0.0,15000,0.0,1612,0.32
397,multa,3100693_125,15000,0.0,6106,0.44,15000,0.0,4107,0.26
398,multa,3100693_126,15000,0.0,15000,0.0,15000,0.0,633,0.38
399,multa,3100693_127,15000,0.0,857,0.56,15000,0.0,7905,0.22
400,multa,3100693_132,15000,0.0,1259,0.55,15000,0.0,572,0.39
401,multa,323ef51_133,15000,0.0,1511,0.54,15000,0.0,420,0.4
402,multa,323ef51_197,15000,0.0,516,0.59,15000,0.0,548,0.39
403,multa,323ef51_198,15000,0.0,2752,0.5,15000,0.0,1141,0.34
404,multa,323ef51_199,15000,0.0,8322,0.41,15000,0.0,2746,0.29
405,multa,323ef51_200,15000,0.0,17,0.77,15000,0.0,85,0.49
406,multa,323ef51_202,15000,0.0,15000,0.0,15000,0.0,763,0.37
407,multa,323ef51_203,15000,0.0,15000,0.0,15000,0.0,3303,0.28
408,multa,323ef51_206,15000,0.0,3912,0.48,15000,0.0,15000,0.0
409,multa,323ef51_208,7459,0.29,2908,0.5,15000,0.0,1603,0.32
410,multa,3416cbf_19,4193,0.34,5123,0.46,15000,0.0,7306,0.22
411,multa,3416cbf_21,15000,0.0,8474,0.41,15000,0.0,1928,0.31
412,multa,3416cbf_161,15000,0.0,919,0.56,15000,0.0,2124,0.31
413,multa,3416cbf_202,9876,0.27,3901,0.48,15000,0.0,5890,0.24
414,multa,3416cbf_203,15000,0.0,15000,0.0,15000,0.0,597,0.38
415,multa,3416cbf_204,15000,0.0,858,0.56,15000,0.0,7906,0.22
416,multa,3416cbf_212,15000,0.0,1260,0.55,15000,0.0,573,0.39
417,multa,34f1f1d_401,15000,0.0,26,0.73,15000,0.0,207,0.43
418,multa,34f1f1d_404,7347,0.29,695,0.57,15000,0.0,2040,0.31
419,multa,34f1f1d_406,15000,0.0,1277,0.55,15000,0.0,2822,0.29
420,multa,34f1f1d_410,8692,0.28,2991,0.5,15000,0.0,9187,0.2
421,multa,35b8443_50,15000,0.0,15000,0.0,15000,0.0,15000,0.0
422,multa,35b8443_63,3088,0.37,1628,0.53,15000,0.0,6084,0.24
423,multa,35b8443_80,2824,0.37,1639,0.53,15000,0.0,15000,0.0
424,multa,35b8443_93,15000,0.0,1586,0.54,15000,0.0,4917,0.25
425,multa,35b8443_94,15000,0.0,534,0.59,15000,0.0,2433,0.3
426,multa,35b8443_95,15000,0.0,8830,0.4,15000,0.0,6111,0.24
427,multa,35b8443_100,15000,0.0,2406,0.51,15000,0.0,958,0.36
428,multa,35b8443_102,4293,0.34,5270,0.46,15000,0.0,7493,0.22
429,multa,35b8443_103,15000,0.0,15000,0.0,15000,0.0,873,0.36
430,multa,35b8443_104,15000,0.0,287,0.61,15000,0.0,513,0.39
431,multa,35b8443_105,15000,0.0,4085,0.47,15000,0.0,1566,0.32
432,multa,35b8443_106,15000,0.0,667,0.58,15000,0.0,953,0.36
433,multa,35b8443_109,15000,0.0,5953,0.44,15000,0.0,5469,0.24
434,multa,35b8443_112,15000,0.0,3061,0.5,15000,0.0,2206,0.3
435,multa,35b8443_113,15000,0.0,748,0.57,15000,0.0,1108,0.35
436,multa,35b8443_117,15000,0.0,5345,0.46,15000,0.0,2321,0.3
437,multa,35b8443_135,15000,0.0,15000,0.0,15000,0.0,1588,0.32
438,multa,3610a3c_108,3731,0.35,944,0.56,15000,0.0,6437,0.23
439,multa,3610a3c_141,15000,0.0,49,0.7,15000,0.0,55,0.52
440,multa,3610a3c_194,15000,0.0,59,0.69,15000,0.0,22,0.58
441,multa,3610a3c_206,15000,0.0,311,0.61,15000,0.0,97,0.48
442,multa,3610a3c_221,15000,0.0,4631,0.46,15000,0.0,558,0.39
443,multa,3610a3c_248,6760,0.3,2953,0.5,15000,0.0,6664,0.23
444,multa,3610a3c_252,15000,0.0,15000,0.0,15000,0.0,1385,0.33
445,multa,3610a3c_254,15000,0.0,40,0.72,15000,0.0,86,0.49
446,multa,36443d4_143,15000,0.0,3074,0.5,15000,0.0,1912,0.31
447,multa,36443d4_146,15000,0.0,7373,0.42,15000,0.0,4062,0.26
448,multa,36443d4_165,9383,0.27,15000,0.0,15000,0.0,1019,0.35
449,multa,36443d4_168,15000,0.0,307,0.61,15000,0.0,29,0.56
450,multa,36443d4_186,15000,0.0,5305,0.46,15000,0.0,15000,0.0
451,multa,369c7dd_126,15000,0.0,2131,0.52,15000,0.0,49,0.54
452,multa,369c7dd_128,15000,0.0,8456,0.41,15000,0.0,177,0.44
453,multa,369c7dd_130,15000,0.0,15000,0.0,15000,0.0,172,0.44
454,multa,369c7dd_132,8183,0.29,820,0.57,15000,0.0,554,0.39
455,multa,369c7dd_133,15000,0.0,3778,0.48,15000,0.0,2724,0.29
456,multa,37d59e7_63,15000,0.0,95,0.67,15000,0.0,183,0.44
457,multa,37d59e7_68,15000,0.0,7327,0.42,15000,0.0,1406,0.33
458,multa,37d59e7_84,15000,0.0,403,0.6,15000,0.0,8551,0.21
459,multa,37d59e7_85,15000,0.0,2744,0.51,15000,0.0,9045,0.21
460,multa,37d59e7_88,8827,0.28,15000,0.0,15000,0.0,893,0.36
461,multa,38507e7_71,15000,0.0,4848,0.46,15000,0.0,1043,0.35
462,multa,38507e7_77,15000,0.0,1386,0.54,15000,0.0,549,0.39
463,multa,38507e7_82,1700,0.42,8166,0.41,15000,0.0,15000,0.0
464,multa,3ce4a28_137,6659,0.3,1330,0.54,15000,0.0,4685,0.25
465,multa,3ce4a28_138,15000,0.0,193,0.63,15000,0.0,370,0.41
466,multa,3ce4a28_140,15000,0.0,3393,0.49,15000,0.0,4297,0.26
467,multa,3ce4a28_142,15000,0.0,4803,0.46,15000,0.0,1477,0.33
468,multa,3ce4a28_143,15000,0.0,1426,0.54,15000,0.0,3548,0.27
469,multa,3f95071_125,15000,0.0,2316,0.52,15000,0.0,968,0.35
470,multa,3f95071_130,15000,0.0,6717,0.43,15000,0.0,3040,0.28
471,multa,3f95071_145,15000,0.0,3146,0.49,15000,0.0,1020,0.35
472,multa,3f95071_152,9893,0.27,15000,0.0,15000,0.0,1033,0.35
473,multa,3f95071_155,15000,0.0,3649,0.48,15000,0.0,1693,0.32
474,multa,3f95071_161,15000,0.0,3582,0.48,15000,0.0,6026,0.24
475,multa,40a1fbd_78,15000,0.0,9457,0.4,15000,0.0,15000,0.0
476,multa,40a1fbd_90,15000,0.0,875,0.56,15000,0.0,518,0.39
477,multa,40a1fbd_92,15000,0.0,354,0.6,15000,0.0,3745,0.27
478,multa,40a1fbd_93,15000,0.0,4125,0.47,15000,0.0,3628,0.27
479,multa,40a1fbd_107,15000,0.0,3119,0.49,15000,0.0,4542,0.26
480,multa,40a1fbd_122,15000,0.0,5739,0.45,15000,0.0,1929,0.31
481,multa,40a1fbd_124,15000,0.0,614,0.58,15000,0.0,826,0.36
482,multa,40c8358_71,15000,0.0,4718,0.46,15000,0.0,15000,0.0
483,multa,40c8358_224,15000,0.0,2050,0.52,15000,0.0,8923,0.21
484,multa,40c8358_239,15000,0.0,63,0.68,15000,0.0,2253,0.3
485,multa,40c8358_241,5869,0.31,15000,0.0,15000,0.0,7097,0.23
486,multa,40c8358_242,15000,0.0,15000,0.0,15000,0.0,15000,0.0
487,multa,40c8358_244,7000,0.3,15000,0.0,15000,0.0,15000,0.0
488,multa,4245aca_106,15000,0.0,4405,0.47,15000,0.0,459,0.4
489,multa,4245aca_129,15000,0.0,16,0.79,15000,0.0,25,0.56
490,multa,4245aca_136,15000,0.0,292,0.61,15000,0.0,311,0.42
491,multa,4245aca_138,15000,0.0,2172,0.52,15000,0.0,3873,0.27
492,multa,4245aca_151,353,0.51,15000,0.0,15000,0.0,8368,0.21
493,multa,443a5b6_172,15000,0.0,114,0.66,15000,0.0,1622,0.32
494,multa,475ed96_30,15000,0.0,1685,0.53,15000,0.0,15000,0.0
495,multa,47d5420_181,15000,0.0,123,0.65,15000,0.0,2349,0.3
496,multa,48bdadf_275,8440,0.28,1122,0.55,15000,0.0,4827,0.25
497,multa,48bdadf_276,15000,0.0,194,0.63,15000,0.0,371,0.41
498,multa,48bdadf_278,15000,0.0,3500,0.49,15000,0.0,4250,0.26
499,multa,48bdadf_280,15000,0.0,4804,0.46,15000,0.0,1478,0.33
500,multa,48bdadf_281,15000,0.0,1427,0.54,15000,0.0,3549,0.27
501,multa,498128e_401,15000,0.0,27,0.73,15000,0.0,208,0.43
502,multa,498128e_404,7348,0.29,696,0.57,15000,0.0,2041,0.31
503,multa,498128e_407,15000,0.0,1278,0.55,15000,0.0,2823,0.29
504,multa,498128e_411,8693,0.28,2992,0.5,15000,0.0,9188,0.2
505,multa,498aa7d_101,15000,0.0,205,0.63,15000,0.0,2231,0.3
506,multa,4c4c6e4_116,15000,0.0,72,0.67,15000,0.0,87,0.48
507,multa,4c4c6e4_127,15000,0.0,15000,0.0,15000,0.0,1709,0.32
508,multa,4c4c6e4_135,4691,0.33,4797,0.46,15000,0.0,3083,0.28
509,multa,4c4c6e4_142,339,0.51,9596,0.39,15000,0.0,9140,0.21
510,multa,4c4c6e4_144,15000,0.0,15000,0.0,15000,0.0,698,0.37
511,multa,4c4c6e4_145,15000,0.0,15000,0.0,15000,0.0,15000,0.0
512,multa,4c71364_153,15000,0.0,3039,0.5,15000,0.0,4716,0.25
513,multa,4c71364_155,15000,0.0,1226,0.55,15000,0.0,265,0.42
514,multa,4c71364_158,15000,0.0,22,0.74,15000,0.0,350,0.41
515,multa,4e220b5_143,15000,0.0,15000,0.0,15000,0.0,970,0.35
516,multa,4e220b5_183,8237,0.28,15000,0.0,15000,0.0,1017,0.35
517,multa,4e220b5_234,6498,0.31,851,0.56,15000,0.0,1650,0.32
518,multa,4e220b5_238,15000,0.0,906,0.56,15000,0.0,1801,0.32
519,multa,4e220b5_243,248,0.53,15000,0.0,15000,0.0,683,0.38
520,multa,4e220b5_244,6833,0.3,1158,0.55,15000,0.0,2926,0.29
521,multa,4e220b5_245,15000,0.0,15000,0.0,15000,0.0,119,0.47
522,multa,4e220b5_246,15000,0.0,2670,0.51,15000,0.0,4254,0.26
523,multa,4e22213_54,15000,0.0,15000,0.0,15000,0.0,5134,0.25
524,multa,4e22213_55,15000,0.0,15000,0.0,15000,0.0,2387,0.3
525,multa,4e22213_61,9675,0.27,1907,0.53,15000,0.0,15000,0.0
526,multa,4e22213_64,5200,0.32,4236,0.47,15000,0.0,9308,0.2
527,multa,4e22213_77,2773,0.38,9054,0.4,15000,0.0,3840,0.27
528,multa,4e77902_218,15000,0.0,118,0.66,15000,0.0,1228,0.34
529,multa,50f28b4_45,15000,0.0,480,0.59,15000,0.0,197,0.43
530,multa,50f28b4_72,15000,0.0,15000,0.0,15000,0.0,15000,0.0
531,multa,50f28b4_75,15000,0.0,15000,0.0,15000,0.0,899,0.36
532,multa,50f28b4_76,15000,0.0,15000,0.0,15000,0.0,89,0.48
533,multa,50f28b4_77,15000,0.0,15000,0.0,15000,0.0,167,0.44
534,multa,50f28b4_78,7893,0.29,2686,0.51,15000,0.0,2378,0.3
535,multa,50f28b4_79,8344,0.28,15000,0.0,15000,0.0,376,0.41
536,multa,50f28b4_80,2699,0.38,7955,0.42,15000,0.0,1685,0.32
537,multa,50f28b4_85,15000,0.0,776,0.57,15000,0.0,1008,0.35
538,multa,50f28b4_86,15000,0.0,239,0.62,15000,0.0,719,0.37
539,multa,51a0d9e_50,5086,0.33,404,0.6,15000,0.0,716,0.37
540,multa,51a0d9e_51,15000,0.0,182,0.63,15000,0.0,838,0.36
541,multa,51a0d9e_56,15000,0.0,4080,0.47,15000,0.0,4172,0.26
542,multa,51a0d9e_64,15000,0.0,9915,0.39,15000,0.0,83,0.49
543,multa,51a0d9e_66,15000,0.0,2156,0.52,15000,0.0,4043,0.27
544,multa,51a0d9e_68,15000,0.0,7405,0.42,15000,0.0,2120,0.31
545,multa,51a0d9e_70,15000,0.0,15000,0.0,15000,0.0,15000,0.0
546,multa,51a0d9e_71,3960,0.35,4839,0.46,15000,0.0,1397,0.33
547,multa,51a0d9e_72,15000,0.0,3151,0.49,15000,0.0,3336,0.28
548,multa,51a0d9e_73,15000,0.0,9255,0.4,15000,0.0,1115,0.35
549,multa,51a0d9e_74,15000,0.0,4610,0.47,15000,0.0,1355,0.33
550,multa,51a0d9e_75,265,0.53,7039,0.43,15000,0.0,9389,0.2
551,multa,51a0d9e_76,15000,0.0,15000,0.0,15000,0.0,269,0.42
552,multa,51a0d9e_77,15000,0.0,7506,0.42,15000,0.0,15000,0.0
553,multa,5295ca3_42,15000,0.0,15000,0.0,15000,0.0,15000,0.0
554,multa,5295ca3_44,15000,0.0,4632,0.46,15000,0.0,348,0.41
555,multa,5295ca3_45,15000,0.0,15000,0.0,15000,0.0,90,0.48
556,multa,5295ca3_46,15000,0.0,15000,0.0,15000,0.0,168,0.44
557,multa,5295ca3_47,7894,0.29,2687,0.51,15000,0.0,2379,0.3
558,multa,5295ca3_48,8345,0.28,15000,0.0,15000,0.0,377,0.41
559,multa,5295ca3_53,15000,0.0,2185,0.52,15000,0.0,3337,0.28
560,multa,5295ca3_54,6134,0.31,406,0.6,15000,0.0,956,0.36
561,multa,5295ca3_55,15000,0.0,814,0.57,15000,0.0,738,0.37
562,multa,545e813_25,15000,0.0,1711,0.53,15000,0.0,617,0.38
563,multa,545e813_26,15000,0.0,415,0.6,15000,0.0,729,0.37
564,multa,545e813_27,15000,0.0,3572,0.48,15000,0.0,1057,0.35
565,multa,55b3aab_338,15000,0.0,9986,0.39,15000,0.0,5376,0.24
566,multa,55b3aab_361,15000,0.0,2101,0.52,15000,0.0,34,0.55
567,multa,55b3aab_362,15000,0.0,1252,0.55,15000,0.0,855,0.36
568,multa,55b3aab_363,15000,0.0,1581,0.54,15000,0.0,15000,0.0
569,multa,55b3aab_370,15000,0.0,15000,0.0,15000,0.0,9246,0.2
570,multa,55fdbb4_83,15000,0.0,2913,0.5,15000,0.0,8947,0.21
571,multa,55fdbb4_505,15000,0.0,15000,0.0,15000,0.0,8208,0.21
572,multa,55fdbb4_506,8245,0.28,15000,0.0,15000,0.0,15000,0.0
573,multa,55fdbb4_507,5118,0.33,2662,0.51,15000,0.0,15000,0.0
574,multa,55fdbb4_85,15000,0.0,184,0.63,15000,0.0,407,0.41
575,multa,55fdbb4_86,15000,0.0,3760,0.48,15000,0.0,3178,0.28
576,multa,55fdbb4_88,15000,0.0,971,0.56,15000,0.0,408,0.41
577,multa,55fdbb4_96,3197,0.36,5185,0.46,15000,0.0,6879,0.23
578,multa,55fdbb4_174,15000,0.0,263,0.61,15000,0.0,1528,0.32
579,multa,55fdbb4_180,15000,0.0,4707,0.46,15000,0.0,8476,0.21
580,multa,55fdbb4_306,15000,0.0,105,0.66,15000,0.0,88,0.48
581,multa,55fdbb4_307,15000,0.0,519,0.59,15000,0.0,313,0.42
582,multa,55fdbb4_308,15000,0.0,1575,0.54,15000,0.0,122,0.47
583,multa,55fdbb4_309,15000,0.0,3533,0.48,15000,0.0,4459,0.26
584,multa,55fdbb4_311,6511,0.31,5128,0.46,15000,0.0,2697,0.29
585,multa,55fdbb4_312,15000,0.0,1679,0.53,15000,0.0,990,0.35
586,multa,55fdbb4_314,15000,0.0,769,0.57,15000,0.0,816,0.36
587,multa,55fdbb4_516,5609,0.32,2679,0.51,15000,0.0,15000,0.0
588,multa,5705f27_152,15000,0.0,3997,0.48,15000,0.0,15000,0.0
589,multa,5705f27_187,15000,0.0,119,0.66,15000,0.0,46,0.54
590,multa,5705f27_196,15000,0.0,5946,0.44,15000,0.0,441,0.4
591,multa,5705f27_206,9561,0.27,995,0.56,15000,0.0,6305,0.23
592,multa,5705f27_208,15000,0.0,15000,0.0,15000,0.0,6302,0.23
593,multa,5705f27_215,15000,0.0,1405,0.54,15000,0.0,1207,0.34
594,multa,5705f27_216,15000,0.0,315,0.61,15000,0.0,666,0.38
595,multa,5705f27_217,15000,0.0,15000,0.0,15000,0.0,1269,0.34
596,multa,5705f27_229,15000,0.0,15000,0.0,15000,0.0,1386,0.33
597,multa,5a4270a_54,15000,0.0,713,0.57,15000,0.0,23,0.57
598,multa,5a4270a_55,15000,0.0,15000,0.0,15000,0.0,15000,0.0
599,multa,5a4270a_57,15000,0.0,721,0.57,15000,0.0,201,0.43
600,multa,5a4270a_58,15000,0.0,4553,0.47,15000,0.0,199,0.43
601,multa,5a4270a_59,15000,0.0,1620,0.53,15000,0.0,327,0.42
602,multa,5a4270a_60,15000,0.0,1297,0.55,15000,0.0,120,0.47
603,multa,5a4270a_62,15000,0.0,2898,0.5,15000,0.0,106,0.47
604,multa,5a4270a_63,15000,0.0,675,0.58,15000,0.0,71,0.5
605,multa,5a4270a_64,15000,0.0,2459,0.51,15000,0.0,347,0.41
606,multa,5a4270a_65,15000,0.0,62,0.68,15000,0.0,479,0.4
607,multa,5a4270a_66,15000,0.0,5544,0.45,15000,0.0,450,0.4
608,multa,5a4270a_67,15000,0.0,2360,0.52,15000,0.0,511,0.39
609,multa,5c54e9a_71,15000,0.0,1558,0.54,15000,0.0,296,0.42
610,multa,5c54e9a_80,8721,0.28,3253,0.49,15000,0.0,7091,0.23
611,multa,5c54e9a_82,15000,0.0,15000,0.0,15000,0.0,930,0.36
612,multa,5ca494a_80,15000,0.0,1601,0.54,15000,0.0,56,0.52
613,multa,5ca494a_91,15000,0.0,3,1.0,15000,0.0,3,0.99
614,multa,5ca494a_92,15000,0.0,4404,0.47,15000,0.0,309,0.42
615,multa,5ca494a_94,15000,0.0,1578,0.54,15000,0.0,18,0.62
616,multa,5ca494a_96,15000,0.0,15,0.79,15000,0.0,13,0.75
617,multa,5ca494a_97,15000,0.0,3779,0.48,15000,0.0,2725,0.29
618,multa,5ca494a_98,15000,0.0,200,0.63,15000,0.0,252,0.43
619,multa,5ca494a_126,15000,0.0,1343,0.54,15000,0.0,2360,0.3
620,multa,5ca494a_156,15000,0.0,531,0.59,15000,0.0,1532,0.32
621,multa,5eb3387_122,15000,0.0,4491,0.47,15000,0.0,2053,0.31
622,multa,5eb3387_136,15000,0.0,3661,0.48,15000,0.0,2781,0.29
623,multa,5eb3387_148,15000,0.0,15000,0.0,15000,0.0,15000,0.0
624,multa,5eb3387_162,15000,0.0,451,0.59,15000,0.0,15000,0.0
625,multa,5eb3387_164,15000,0.0,2794,0.5,15000,0.0,5321,0.25
626,multa,5eb3387_165,15000,0.0,373,0.6,15000,0.0,637,0.38
627,multa,5eb3387_167,15000,0.0,15000,0.0,15000,0.0,757,0.37
628,multa,5f9ee58_557,15000,0.0,55,0.69,15000,0.0,51,0.53
629,multa,5f9ee58_566,15000,0.0,15000,0.0,15000,0.0,4729,0.25
630,multa,5f9ee58_568,15000,0.0,2234,0.52,15000,0.0,505,0.39
631,multa,5f9ee58_571,15000,0.0,2362,0.52,15000,0.0,5794,0.24
632,multa,644a9bb_88,15000,0.0,2533,0.51,15000,0.0,4147,0.26
633,multa,644a9bb_89,15000,0.0,1304,0.55,15000,0.0,2097,0.31
634,multa,644a9bb_90,15000,0.0,2011,0.52,15000,0.0,4227,0.26
635,multa,644a9bb_91,15000,0.0,2417,0.51,15000,0.0,8515,0.21
636,multa,644a9bb_92,15000,0.0,4510,0.47,15000,0.0,4089,0.26
637,multa,644a9bb_93,15000,0.0,2770,0.5,15000,0.0,6097,0.24
638,multa,644a9bb_112,15000,0.0,15000,0.0,15000,0.0,807,0.37
639,multa,644a9bb_113,15000,0.0,5790,0.45,15000,0.0,7470,0.22
640,multa,644a9bb_116,15000,0.0,2738,0.51,15000,0.0,9437,0.2
641,multa,644dcc9_406,15000,0.0,28,0.73,15000,0.0,209,0.43
642,multa,644dcc9_409,7349,0.29,697,0.57,15000,0.0,2042,0.31
643,multa,644dcc9_412,15000,0.0,1279,0.55,15000,0.0,2824,0.29
644,multa,644dcc9_416,8694,0.28,2993,0.5,15000,0.0,9189,0.2
645,multa,6458c88_44,15000,0.0,5626,0.45,15000,0.0,1156,0.34
646,multa,6458c88_80,15000,0.0,4506,0.47,15000,0.0,15000,0.0
647,multa,6458c88_157,15000,0.0,4435,0.47,15000,0.0,3622,0.27
648,multa,6458c88_160,3133,0.37,3333,0.49,15000,0.0,15000,0.0
649,multa,6458c88_162,5022,0.33,15000,0.0,15000,0.0,15000,0.0
650,multa,646824a_554,15000,0.0,15000,0.0,15000,0.0,1502,0.33
651,multa,646824a_566,15000,0.0,2919,0.5,15000,0.0,1562,0.32
652,multa,646824a_572,15000,0.0,819,0.57,15000,0.0,2557,0.29
653,multa,6874170_88,15000,0.0,2051,0.52,15000,0.0,8924,0.21
654,multa,6874170_91,15000,0.0,1537,0.54,15000,0.0,650,0.38
655,multa,6874170_93,15000,0.0,380,0.6,15000,0.0,765,0.37
656,multa,6874170_95,15000,0.0,3969,0.48,15000,0.0,502,0.39
657,multa,6874170_96,15000,0.0,15000,0.0,15000,0.0,15000,0.0
658,multa,6874170_98,7001,0.3,15000,0.0,15000,0.0,15000,0.0
659,multa,6874170_101,15000,0.0,7268,0.42,15000,0.0,15000,0.0
660,multa,6874170_102,15000,0.0,512,0.59,15000,0.0,243,0.43
661,multa,6a85bfd_73,15000,0.0,1201,0.55,15000,0.0,692,0.38
662,multa,6a85bfd_74,15000,0.0,4228,0.47,15000,0.0,4093,0.26
663,multa,6a85bfd_102,15000,0.0,4049,0.48,15000,0.0,752,0.37
664,multa,6a85bfd_104,15000,0.0,463,0.59,15000,0.0,308,0.42
665,multa,6a85bfd_105,15000,0.0,2949,0.5,15000,0.0,576,0.39
666,multa,6a85bfd_117,354,0.51,15000,0.0,15000,0.0,8369,0.21
667,multa,6c5f083_100,15000,0.0,67,0.68,15000,0.0,691,0.38
668,multa,6c5f083_106,15000,0.0,6470,0.44,15000,0.0,6385,0.23
669,multa,6c5f083_115,340,0.51,9597,0.39,15000,0.0,9141,0.21
670,multa,6dd2466_64,15000,0.0,481,0.59,15000,0.0,198,0.43
671,multa,6dd2466_86,15000,0.0,15000,0.0,15000,0.0,15000,0.0
672,multa,6dd2466_90,15000,0.0,3118,0.49,15000,0.0,945,0.36
673,multa,6dd2466_92,15000,0.0,15000,0.0,15000,0.0,91,0.48
674,multa,6dd2466_93,15000,0.0,15000,0.0,15000,0.0,169,0.44
675,multa,6dd2466_94,7895,0.29,2688,0.51,15000,0.0,2380,0.3
676,multa,6dd2466_95,2810,0.38,15000,0.0,15000,0.0,676,0.38
677,multa,6dd2466_100,15000,0.0,791,0.57,15000,0.0,1004,0.35
678,multa,6dd2466_102,15000,0.0,714,0.57,15000,0.0,933,0.36
679,multa,6df75ce_230,15000,0.0,136,0.65,15000,0.0,1931,0.31
680,multa,6ed3f17_143,7929,0.29,15000,0.0,15000,0.0,15000,0.0
681,multa,6ed3f17_264,15000,0.0,15000,0.0,15000,0.0,5051,0.25
682,multa,6ed3f17_269,15000,0.0,9738,0.39,15000,0.0,15000,0.0
683,multa,708b180_36,15000,0.0,15000,0.0,15000,0.0,15000,0.0
684,multa,708b180_44,15000,0.0,1842,0.53,15000,0.0,7867,0.22
685,multa,708b180_56,2019,0.4,1655,0.53,15000,0.0,15000,0.0
686,multa,708b180_68,15000,0.0,1777,0.53,15000,0.0,7498,0.22
